Date,Close
9/18/2020,115.5115
09/11/2020,118.8763
09/04/2020,113.2347
8/28/2020,113.1239
8/21/2020,110.3243
8/14/2020,106.987
08/07/2020,102.3931
7/31/2020,98.1208
7/24/2020,98.9451
7/17/2020,96.7839
07/10/2020,98.5028
07/03/2020,98.9451
6/26/2020,94.1602
6/19/2020,96.2812
06/12/2020,96.9346
06/05/2020,103.2475
5/29/2020,99.0959
5/22/2020,94.007
5/15/2020,87.2284
05/08/2020,90.708
05/01/2020,85.7745
4/24/2020,88.6122
4/17/2020,90.1565
04/10/2020,87.0279
04/03/2020,79.0762
3/27/2020,83.4581
3/20/2020,67.6349
3/13/2020,75.7872
03/06/2020,88.6022
2/28/2020,89.625
2/21/2020,100.25
2/14/2020,103.54
02/07/2020,99.44
1/31/2020,96.3
1/24/2020,102.03
1/17/2020,104.53
01/10/2020,100.9
01/03/2020,101.92
